	Datetime	Open	High	Low	Close	Volume	EMA_100	Lag_1
179	2022-02-01 02:59:00	38459.71	38484.96	38459.71	38480.9	5.58698	38333.5543	21.19000000000233
180	2022-02-01 03:00:00	38480.9	38480.91	38427.01	38432.3	19.8965	38334.581099999996	-48.599999999998545
181	2022-02-01 03:01:00	38432.29	38439.15	38426.0	38434.51	3.45012	38335.772800000006	2.209999999999127
182	2022-02-01 03:02:00	38434.51	38436.59	38404.56	38407.41	7.64922	38336.6103	-27.099999999998545
183	2022-02-01 03:03:00	38407.42	38409.27	38384.99	38402.11	16.10731	38337.408200000005	-5.30000000000291
184	2022-02-01 03:04:00	38402.1	38404.58	38396.94	38402.95	4.87074	38338.2547	0.8399999999965075
185	2022-02-01 03:05:00	38402.94	38414.74	38397.51	38414.73	5.61013	38339.1794	11.780000000006112
186	2022-02-01 03:06:00	38412.4	38416.95	38404.27	38407.39	2.25124	38340.034700000004	-7.3400000000037835
187	2022-02-01 03:07:00	38407.39	38414.71	38407.38	38412.12	4.60145	38341.175500000005	4.730000000003201
188	2022-02-01 03:08:00	38412.11	38456.13	38408.92	38456.12	9.31359	38342.711599999995	44.0
189	2022-02-01 03:09:00	38456.12	38546.93	38456.12	38503.77	58.8254	38344.697199999995	47.64999999999418
190	2022-02-01 03:10:00	38503.78	38544.05	38491.58	38503.54	19.0081	38346.6308	-0.22999999999592546
191	2022-02-01 03:11:00	38503.54	38531.0	38500.0	38520.61	5.69593	38348.834500000004	17.06999999999971
192	2022-02-01 03:12:00	38520.6	38537.99	38506.26	38528.81	12.1947	38351.2201	8.19999999999709
193	2022-02-01 03:13:00	38528.82	38550.0	38528.81	38550.0	17.48804	38353.748999999996	21.19000000000233
194	2022-02-01 03:14:00	38549.99	38552.1	38535.21	38543.86	17.07256	38356.3559	-6.139999999999418
195	2022-02-01 03:15:00	38543.85	38553.94	38500.92	38504.08	18.39949	38358.546700000006	-39.779999999998836
196	2022-02-01 03:16:00	38504.08	38507.7	38490.07	38497.71	10.1605	38360.4383	-6.370000000002619
197	2022-02-01 03:17:00	38497.71	38500.0	38476.45	38486.13	4.85836	38362.2852	-11.580000000001746
198	2022-02-01 03:18:00	38486.13	38520.44	38485.22	38518.51	9.99	38364.500499999995	32.38000000000466
199	2022-02-01 03:19:00	38518.51	38526.72	38508.03	38513.99	9.71132	38366.4619	-4.5200000000040745
200	2022-02-01 03:20:00	38514.0	38554.0	38513.99	38539.34	28.29664	38368.839499999995	25.349999999998545
201	2022-02-01 03:21:00	38539.34	38557.65	38539.33	38557.64	4.40535	38371.364	18.30000000000291
202	2022-02-01 03:22:00	38557.64	38592.43	38557.64	38591.47	27.4078	38374.3728	33.830000000001746
203	2022-02-01 03:23:00	38591.46	38592.43	38571.56	38571.56	9.52404	38377.2323	-19.910000000003492
204	2022-02-01 03:24:00	38571.57	38581.38	38552.52	38563.82	16.26015	38380.0368	-7.739999999997963
205	2022-02-01 03:25:00	38567.68	38567.68	38552.67	38559.99	6.16041	38382.7594	-3.8300000000017462
206	2022-02-01 03:26:00	38559.99	38560.0	38550.9	38555.99	5.73037	38386.0465	-4.0
207	2022-02-01 03:27:00	38555.99	38556.0	38514.5	38534.07	11.64344	38389.278900000005	-21.919999999998254
208	2022-02-01 03:28:00	38534.07	38534.07	38513.02	38513.03	11.50355	38392.4654	-21.040000000000873
209	2022-02-01 03:29:00	38513.02	38522.36	38503.37	38510.58	14.3195	38395.6848	-2.4499999999970896
210	2022-02-01 03:30:00	38508.13	38518.53	38500.7	38504.2	15.35977	38398.9677	-6.380000000004657
211	2022-02-01 03:31:00	38504.2	38507.75	38487.72	38489.45	27.06899	38401.671500000004	-14.75
212	2022-02-01 03:32:00	38489.46	38497.25	38471.25	38496.84	13.88427	38404.579	7.389999999999418
213	2022-02-01 03:33:00	38496.83	38499.99	38473.0	38499.98	9.93053	38407.3589	3.140000000006694
214	2022-02-01 03:34:00	38499.98	38499.99	38463.04	38472.14	22.48878	38409.9729	-27.840000000003783
215	2022-02-01 03:35:00	38472.15	38478.61	38461.5	38466.87	17.76907	38412.1417	-5.269999999996799
216	2022-02-01 03:36:00	38466.87	38478.61	38459.53	38478.6	12.16665	38414.3676	11.729999999995925
217	2022-02-01 03:37:00	38478.61	38497.16	38466.0	38491.02	24.16303	38417.0135	12.419999999998254
218	2022-02-01 03:38:00	38491.02	38514.57	38483.75	38501.02	10.06289	38419.5824	10.0
219	2022-02-01 03:39:00	38501.03	38501.03	38463.91	38469.98	10.39358	38421.9003	-31.039999999993597
220	2022-02-01 03:40:00	38469.99	38474.65	38463.91	38472.98	7.9554	38424.3696	3.0
221	2022-02-01 03:41:00	38472.98	38499.48	38462.56	38476.58	10.94279	38426.8608	3.599999999998545
222	2022-02-01 03:42:00	38476.59	38476.59	38455.55	38472.41	9.13165	38428.873999999996	-4.169999999998254
223	2022-02-01 03:43:00	38472.4	38502.74	38461.25	38492.55	11.36538	38431.2733	20.139999999999418
224	2022-02-01 03:44:00	38492.55	38521.89	38470.0	38510.13	7.49728	38433.9609	17.57999999999447
225	2022-02-01 03:45:00	38510.13	38532.91	38486.2	38522.09	8.27904	38436.843	11.959999999999127
226	2022-02-01 03:46:00	38522.09	38527.24	38512.2	38527.24	7.03237	38439.999899999995	5.150000000001455
227	2022-02-01 03:47:00	38527.24	38580.0	38524.64	38531.89	51.01286	38443.0873	4.650000000001455
228	2022-02-01 03:48:00	38531.88	38560.0	38528.1	38530.04	10.56233	38446.0975	-1.8499999999985448
229	2022-02-01 03:49:00	38530.04	38547.43	38522.0	38545.84	5.56919	38449.1187	15.799999999995634
230	2022-02-01 03:50:00	38545.84	38555.86	38541.74	38547.45	42.28263	38451.8875	1.610000000000582
231	2022-02-01 03:51:00	38547.45	38563.71	38547.45	38558.32	10.24901	38454.596	10.87000000000262
232	2022-02-01 03:52:00	38558.33	38578.12	38550.0	38578.11	9.07272	38457.3543	19.790000000000873
233	2022-02-01 03:53:00	38578.11	38578.77	38548.49	38578.75	58.57984	38460.120599999995	0.6399999999994179
234	2022-02-01 03:54:00	38578.76	38585.26	38556.26	38581.48	10.45845	38462.985499999995	2.7300000000032014
235	2022-02-01 03:55:00	38581.49	38606.06	38577.83	38582.84	26.45484	38465.3257	1.3599999999933061
236	2022-02-01 03:56:00	38582.84	38649.9	38582.83	38622.83	38.46101	38468.2189	39.99000000000524
237	2022-02-01 03:57:00	38622.84	38627.77	38603.28	38607.0	32.20279	38470.8896	-15.830000000001746
238	2022-02-01 03:58:00	38607.0	38607.0	38583.24	38583.69	8.80825	38473.2345	-23.30999999999767
239	2022-02-01 03:59:00	38583.7	38600.0	38583.25	38596.82	24.84515	38475.7988	13.12999999999738
240	2022-02-01 04:00:00	38596.82	38598.15	38590.0	38592.13	12.47723	38478.2567	-4.690000000002328
241	2022-02-01 04:01:00	38592.14	38597.87	38573.15	38573.24	12.93113	38480.5521	-18.889999999999418
242	2022-02-01 04:02:00	38573.23	38588.0	38572.65	38576.85	16.04554	38482.8291	3.610000000000582
243	2022-02-01 04:03:00	38576.84	38588.46	38572.65	38587.99	10.90784	38485.1617	11.139999999999418
244	2022-02-01 04:04:00	38587.98	38587.99	38573.24	38576.45	9.92172	38487.2307	-11.540000000000873
245	2022-02-01 04:05:00	38576.47	38585.0	38565.0	38584.38	19.24402	38489.3656	7.930000000000291
246	2022-02-01 04:06:00	38584.39	38640.0	38581.97	38640.0	45.91275	38491.6992	55.62000000000262
247	2022-02-01 04:07:00	38640.0	38644.57	38612.71	38629.88	25.23682	38494.130600000004	-10.12000000000262
248	2022-02-01 04:08:00	38629.88	38631.76	38612.71	38614.96	8.57529	38496.3883	-14.919999999998254
249	2022-02-01 04:09:00	38614.95	38617.38	38610.77	38610.77	7.97752	38498.840299999996	-4.190000000002328
250	2022-02-01 04:10:00	38610.77	38610.8	38600.01	38604.04	11.4466	38501.3247	-6.7299999999959255
251	2022-02-01 04:11:00	38604.04	38624.8	38604.04	38615.42	10.2598	38503.7092	11.37999999999738
252	2022-02-01 04:12:00	38615.42	38620.1	38600.0	38603.72	28.05441	38506.1032	-11.69999999999709
253	2022-02-01 04:13:00	38603.73	38603.73	38600.0	38602.55	7.96548	38508.329	-1.1699999999982538
254	2022-02-01 04:14:00	38602.55	38615.98	38600.0	38600.0	16.75637	38509.924499999994	-2.5500000000029104
255	2022-02-01 04:15:00	38600.01	38600.01	38556.56	38556.58	62.57762	38511.1503	-43.419999999998254
256	2022-02-01 04:16:00	38556.58	38575.61	38543.0	38556.25	21.13916	38512.5279	-0.33000000000174623
257	2022-02-01 04:17:00	38556.24	38586.87	38556.24	38558.72	17.29411	38513.719900000004	2.470000000001164
258	2022-02-01 04:18:00	38558.73	38563.33	38543.21	38549.39	10.93467	38514.526999999995	-9.330000000001746
259	2022-02-01 04:19:00	38549.39	38552.99	38543.23	38548.23	11.41325	38515.1132	-1.1599999999962165
260	2022-02-01 04:20:00	38548.23	38549.2	38528.89	38534.99	12.28054	38515.5309	-13.240000000005239
261	2022-02-01 04:21:00	38534.99	38541.56	38530.15	38533.58	10.28328	38516.3696	-1.4099999999962165
262	2022-02-01 04:22:00	38533.57	38545.52	38525.01	38544.23	8.54431	38517.361600000004	10.650000000001455
263	2022-02-01 04:23:00	38544.23	38573.77	38541.02	38567.1	9.20758	38518.4656	22.869999999995343
264	2022-02-01 04:24:00	38567.09	38572.5	38563.7	38571.53	4.38177	38519.660899999995	4.430000000000291
265	2022-02-01 04:25:00	38572.5	38573.69	38541.86	38553.71	8.56	38520.5966	-17.81999999999971
266	2022-02-01 04:26:00	38553.7	38553.71	38525.21	38531.44	5.88229	38521.3442	-22.2699999999968
267	2022-02-01 04:27:00	38531.44	38547.76	38500.29	38504.9	21.60572	38521.992	-26.540000000000873
268	2022-02-01 04:28:00	38504.91	38531.28	38499.99	38531.28	10.4964	38522.8835	26.37999999999738
269	2022-02-01 04:29:00	38531.27	38547.75	38528.74	38540.71	6.42406	38523.8823	9.430000000000291
270	2022-02-01 04:30:00	38540.72	38542.35	38489.42	38493.5	41.99386	38524.4373	-47.20999999999913
271	2022-02-01 04:31:00	38493.51	38495.48	38470.37	38480.21	19.24575	38524.7321	-13.290000000000873
272	2022-02-01 04:32:00	38480.2	38498.85	38476.63	38494.47	12.07589	38525.3269	14.260000000002037
273	2022-02-01 04:33:00	38494.47	38507.77	38490.4	38498.72	8.53251	38526.0348	4.25
274	2022-02-01 04:34:00	38498.73	38515.46	38496.4	38497.95	14.54017	38526.7512	-0.7700000000040745
275	2022-02-01 04:35:00	38497.94	38505.24	38491.01	38491.01	6.9328	38527.3746	-6.939999999995052
276	2022-02-01 04:36:00	38491.01	38533.3	38487.59	38514.4	20.81087	38527.8848	23.389999999999418
277	2022-02-01 04:37:00	38514.4	38524.99	38506.83	38517.67	9.29718	38528.508400000006	3.2699999999967986
278	2022-02-01 04:38:00	38517.67	38548.27	38514.97	38527.87	12.49036	38529.19	10.200000000004366
279	2022-02-01 04:39:00	38527.87	38545.72	38527.74	38533.37	11.59565	38529.7147	5.5
280	2022-02-01 04:40:00	38533.36	38538.0	38514.01	38514.01	9.60875	38530.531800000004	-19.360000000000582
281	2022-02-01 04:41:00	38516.46	38526.43	38514.01	38520.64	7.02739	38531.393099999994	6.629999999997381
282	2022-02-01 04:42:00	38520.61	38523.07	38509.4	38523.07	5.96423	38532.5497	2.430000000000291
283	2022-02-01 04:43:00	38523.06	38535.0	38512.91	38534.99	4.39281	38533.8785	11.919999999998254
284	2022-02-01 04:44:00	38534.99	38548.53	38527.66	38548.5	6.75084	38535.334	13.510000000002037
285	2022-02-01 04:45:00	38548.51	38548.51	38531.36	38534.66	4.87045	38536.5333	-13.839999999996508
286	2022-02-01 04:46:00	38534.67	38536.26	38499.72	38499.72	16.69913	38537.456600000005	-34.94000000000233
287	2022-02-01 04:47:00	38499.72	38508.05	38490.0	38499.34	13.8626	38538.328799999996	-0.3800000000046566
288	2022-02-01 04:48:00	38499.33	38504.99	38496.87	38504.98	8.57377	38538.8174	5.640000000006694
289	2022-02-01 04:49:00	38504.99	38525.08	38504.98	38523.58	3.87137	38539.0155	18.599999999998545
290	2022-02-01 04:50:00	38525.07	38533.91	38523.13	38531.01	4.83378	38539.2902	7.430000000000291
291	2022-02-01 04:51:00	38531.01	38548.0	38531.0	38544.41	4.39774	38539.5282	13.400000000001455
292	2022-02-01 04:52:00	38544.42	38545.44	38519.26	38524.28	4.9796	38539.4829	-20.130000000004657
293	2022-02-01 04:53:00	38524.28	38545.64	38524.28	38545.14	4.56469	38539.4343	20.860000000000582
294	2022-02-01 04:54:00	38545.14	38568.92	38541.18	38550.77	6.9022	38539.5034	5.629999999997381
295	2022-02-01 04:55:00	38550.78	38559.39	38530.0	38546.65	7.46321	38539.929099999994	-4.119999999995343
296	2022-02-01 04:56:00	38546.64	38570.64	38546.64	38555.81	8.73529	38540.5101	9.159999999996217
297	2022-02-01 04:57:00	38555.8	38561.11	38553.76	38561.1	3.21934	38541.2598	5.290000000000873
298	2022-02-01 04:58:00	38561.1	38561.11	38540.6	38553.73	4.20223	38541.612	-7.369999999995343
299	2022-02-01 04:59:00	38553.73	38559.92	38537.29	38556.82	5.75608	38542.0403	3.0899999999965075
300	2022-02-01 05:00:00	38556.83	38569.74	38554.95	38569.73	7.75506	38542.3442	12.910000000003492
301	2022-02-01 05:01:00	38569.73	38580.01	38560.01	38569.81	14.54221	38542.465899999996	0.07999999999447027
302	2022-02-01 05:02:00	38569.82	38576.07	38565.12	38576.0	10.68836	38542.311200000004	6.190000000002328
303	2022-02-01 05:03:00	38575.99	38580.99	38571.41	38577.74	10.35879	38542.373	1.7399999999979627
304	2022-02-01 05:04:00	38577.74	38578.7	38570.18	38571.63	4.93254	38542.4511	-6.110000000000582
305	2022-02-01 05:05:00	38571.63	38575.84	38544.19	38547.16	9.36125	38542.3228	-24.469999999993888
306	2022-02-01 05:06:00	38547.15	38547.16	38529.56	38530.01	8.19362	38542.062999999995	-17.150000000001455
307	2022-02-01 05:07:00	38529.56	38532.11	38498.54	38498.98	34.57689	38541.7121	-31.029999999998836
308	2022-02-01 05:08:00	38498.97	38499.0	38495.0	38496.19	8.49359	38541.543699999995	-2.790000000000873
309	2022-02-01 05:09:00	38496.19	38496.2	38481.75	38486.05	6.59948	38541.2984	-10.139999999999418
310	2022-02-01 05:10:00	38486.05	38486.06	38475.39	38475.99	11.97926	38541.016299999996	-10.060000000004948
311	2022-02-01 05:11:00	38475.98	38507.1	38475.86	38503.08	27.82043	38541.1526	27.090000000003783
312	2022-02-01 05:12:00	38503.07	38513.17	38500.03	38509.02	6.94514	38541.2744	5.939999999995052
313	2022-02-01 05:13:00	38509.03	38549.61	38509.02	38543.65	8.0729	38541.7111	34.63000000000466
314	2022-02-01 05:14:00	38543.65	38548.33	38525.82	38545.99	8.62169	38542.4496	2.3399999999965075
315	2022-02-01 05:15:00	38546.0	38546.0	38527.45	38532.42	5.72051	38543.1051	-13.569999999999709
316	2022-02-01 05:16:00	38532.42	38535.8	38517.19	38526.9	8.15283	38543.5881	-5.519999999996799
317	2022-02-01 05:17:00	38526.89	38550.0	38517.66	38549.99	4.03047	38544.177800000005	23.089999999996508
318	2022-02-01 05:18:00	38550.0	38550.0	38535.92	38545.86	4.46959	38544.6262	-4.129999999997381
319	2022-02-01 05:19:00	38545.85	38546.07	38535.46	38535.46	3.22795	38545.281	-10.400000000001455
320	2022-02-01 05:20:00	38535.47	38544.33	38532.85	38543.35	6.09152	38545.9847	7.889999999999418
321	2022-02-01 05:21:00	38543.35	38547.63	38535.33	38547.62	6.56977	38546.695100000004	4.2700000000040745
322	2022-02-01 05:22:00	38547.63	38547.63	38532.89	38541.13	3.78853	38547.3823	-6.490000000005239
323	2022-02-01 05:23:00	38541.12	38566.85	38540.44	38556.64	11.84794	38548.0232	15.510000000002037
324	2022-02-01 05:24:00	38556.63	38556.64	38527.38	38528.15	5.20285	38548.203400000006	-28.489999999997963
325	2022-02-01 05:25:00	38528.16	38532.65	38511.89	38518.43	6.3654	38548.1668	-9.720000000001164
326	2022-02-01 05:26:00	38518.42	38518.43	38505.37	38505.37	7.11539	38547.9481	-13.059999999997672
327	2022-02-01 05:27:00	38505.38	38507.14	38497.3	38505.37	5.33497	38547.6829	0.0
328	2022-02-01 05:28:00	38505.38	38505.38	38488.49	38498.78	5.42115	38547.370299999995	-6.5900000000037835
329	2022-02-01 05:29:00	38498.78	38500.0	38494.78	38496.37	6.53449	38546.8756	-2.4099999999962165
330	2022-02-01 05:30:00	38496.37	38517.96	38491.17	38515.63	26.16566	38546.5574	19.25999999999476
331	2022-02-01 05:31:00	38515.62	38545.53	38515.62	38543.21	6.20703	38546.4063	27.580000000001746
332	2022-02-01 05:32:00	38543.22	38550.0	38520.09	38549.99	5.68778	38546.125100000005	6.779999999998836
333	2022-02-01 05:33:00	38549.99	38570.0	38549.99	38561.23	5.10536	38545.9499	11.240000000005239
334	2022-02-01 05:34:00	38561.24	38571.38	38558.75	38567.14	6.298	38545.806500000006	5.9099999999962165
335	2022-02-01 05:35:00	38567.15	38571.38	38562.59	38567.46	3.282	38545.6527	0.31999999999970896
336	2022-02-01 05:36:00	38567.46	38568.56	38563.3	38565.18	2.77323	38545.076199999996	-2.279999999998836
337	2022-02-01 05:37:00	38565.18	38570.32	38557.4	38562.35	7.98787	38544.6297	-2.8300000000017462
338	2022-02-01 05:38:00	38562.35	38564.6	38556.93	38561.07	10.2163	38544.4035	-1.2799999999988358
339	2022-02-01 05:39:00	38561.07	38580.17	38551.1	38580.17	14.64825	38544.237	19.099999999998545
340	2022-02-01 05:40:00	38580.16	38594.15	38580.16	38583.34	11.41101	38544.1491	3.1699999999982538
341	2022-02-01 05:41:00	38583.35	38584.37	38571.28	38581.99	5.87311	38544.236600000004	-1.3499999999985448
342	2022-02-01 05:42:00	38581.99	38609.88	38581.99	38603.33	14.32451	38544.501399999994	21.340000000003783
343	2022-02-01 05:43:00	38603.33	38603.34	38569.13	38580.84	17.15918	38544.4299	-22.49000000000524
344	2022-02-01 05:44:00	38580.84	38598.0	38580.3	38592.24	3.53449	38544.5878	11.400000000001455
345	2022-02-01 05:45:00	38592.25	38592.25	38582.59	38592.22	7.4879	38544.6662	-0.01999999999679858
346	2022-02-01 05:46:00	38592.22	38611.38	38592.21	38611.01	17.8841	38544.376299999996	18.790000000000873
347	2022-02-01 05:47:00	38611.0	38611.01	38593.8	38596.6	13.1199	38544.0435	-14.410000000003492
348	2022-02-01 05:48:00	38596.6	38618.67	38515.85	38614.56	85.9867	38544.0395	17.959999999999127
349	2022-02-01 05:49:00	38614.57	38618.67	38565.33	38575.63	8.71115	38543.6881	-38.93000000000029
350	2022-02-01 05:50:00	38577.13	38579.18	38557.89	38560.51	24.80069	38543.2528	-15.119999999995343
351	2022-02-01 05:51:00	38560.51	38560.51	38550.33	38550.34	2.92797	38542.602	-10.17000000000553
352	2022-02-01 05:52:00	38550.33	38554.04	38550.0	38553.01	8.39759	38542.0949	2.6700000000055297
