Type,Open_price,Close_price,Deal_size,Max_open,eq,start_marj,Liquidation_price,Balance_before,Balance_after,Leverage,start_index,end_index
False,44002.03,42919.97,25.0,0.03408933633289191,0.016849217246387858,25.0,46665.35224697487,50,68.42952112095733,30,1,900
True,44002.03,42919.97,25.0,0.03408933633289191,0.016849217246387858,25.0,41305.36101523887,50,31.57047887904265,30,1,900
