Event,Type,Event_price,Deal_size,Max_open,Eq,Start_marj,Liquidation_price,Balance_before,Balance_after,Leverage,Event_index
Close,True,418.4079284667969,38.55220303690838,5.57032783731798,2.751161571490704,38.55220303690838,389.81038446513037,38.55220303690838,85.86640418223521,30,142
Create,False,418.4079284667969,42.93320209111761,6.156652276897464,3.0407447546904853,42.9332020911176,443.73301333666063,85.86640418223521,42.933202091117614,30,142
Close,False,418.4433288574219,42.93320209111761,6.156652276897464,3.0407447546904853,42.9332020911176,443.73301333666063,42.933202091117614,85.75751196492381,30,143
Create,True,418.4433288574219,42.878755982461904,6.148324471972478,3.0366316867430294,42.878755982461904,392.79898593028855,85.75751196492381,42.878755982461904,30,143
Close,True,419.0173034667969,42.878755982461904,6.148324471972478,3.0366316867430294,42.878755982461904,392.79898593028855,42.878755982461904,87.52067966517791,30,148
Create,False,419.0173034667969,43.760339832588954,6.266138338994376,3.094819461862461,43.76033983258896,444.3792721348457,87.52067966517791,43.76033983258895,30,148
Close,False,419.133544921875,43.760339832588954,6.266138338994376,3.094819461862461,43.76033983258896,444.3792721348457,43.76033983258895,87.15676029044448,30,149
Create,True,419.133544921875,43.57838014522224,6.2383525260444275,3.081096165307381,43.57838014522224,393.44690203144927,87.15676029044448,43.57838014522224,30,149
Close,True,419.747314453125,43.57838014522224,6.2383525260444275,3.081096165307381,43.57838014522224,393.44690203144927,43.57838014522224,89.06977980177105,30,151
Create,False,419.747314453125,44.534889900885524,6.365957093816108,3.144119526490582,44.53488990088553,445.15346868489485,89.06977980177105,44.53488990088552,30,151
Close,False,419.755126953125,44.534889900885524,6.365957093816108,3.144119526490582,44.53488990088553,445.15346868489485,44.53488990088552,89.04493143213826,30,152
Create,True,419.755126953125,44.52246571606913,6.364062691394984,3.1431838890749484,44.52246571606913,394.0303903432695,89.04493143213826,44.52246571606913,30,152
Close,True,419.5666809082031,44.52246571606913,6.364062691394984,3.1431838890749484,44.52246571606913,394.0303903432695,44.52246571606913,88.44573994114057,30,156
Create,False,419.5666809082031,44.22286997057029,6.324077480343935,3.12343536093005,44.22286997057029,444.9619018866949,88.44573994114057,44.22286997057029,30,156
Close,False,419.75048828125,44.22286997057029,6.324077480343935,3.12343536093005,44.22286997057029,444.9619018866949,44.22286997057029,87.86496981136284,30,157
Create,True,419.75048828125,43.93248490568142,6.279799947664841,3.1015668731238093,43.93248490568142,394.02603595288275,87.86496981136284,43.93248490568142,30,157
Close,True,420.0217590332031,43.93248490568142,6.279799947664841,3.1015668731238093,43.93248490568142,394.02603595288275,43.93248490568142,88.71609401605166,30,160
Create,False,420.0217590332031,44.35804700802583,6.3365355799844565,3.1295883641258744,44.35804700802583,445.4445246430318,88.71609401605166,44.35804700802583,30,160
Close,False,420.19354248046875,44.35804700802583,6.3365355799844565,3.1295883641258744,44.35804700802583,445.4445246430318,44.35804700802583,88.17224624519827,30,161
Create,True,420.19354248046875,44.08612312259913,6.295116702034752,3.1091317539087715,44.08612312259914,394.4419375294248,88.17224624519827,44.086123122599126,30,161
Close,True,420.01904296875,44.08612312259913,6.295116702034752,3.1091317539087715,44.08612312259914,394.4419375294248,44.086123122599126,87.62341078538604,30,164
Create,False,420.01904296875,43.81170539269302,6.258531291775646,3.0910623731251543,43.81170539269302,445.44164418264324,87.62341078538604,43.81170539269302,30,164
Close,False,420.3785095214844,43.81170539269302,6.258531291775646,3.0910623731251543,43.81170539269302,445.44164418264324,43.81170539269302,86.49938810081937,30,168
Create,True,420.3785095214844,43.24969405040969,6.1729645646692095,3.048801325249954,43.24969405040968,394.61556884609524,86.49938810081937,43.249694050409694,30,168
Close,True,424.4703674316406,43.24969405040969,6.1729645646692095,3.048801325249954,43.24969405040968,394.61556884609524,43.249694050409694,99.1193629571413,30,177
Create,False,424.4703674316406,49.55968147857065,7.005390992795565,3.4599332490860855,49.55968147857066,450.1623951122337,99.1193629571413,49.559681478570646,30,177
Close,False,424.3860168457031,49.55968147857065,7.005390992795565,3.4599332490860855,49.55968147857066,450.1623951122337,49.559681478570646,99.41459578380999,30,178
Create,True,424.3860168457031,49.70729789190499,7.027653492642394,3.470928604449838,49.70729789190499,398.3774756671685,99.41459578380999,49.70729789190499,30,178
Close,True,424.27728271484375,49.70729789190499,7.027653492642394,3.470928604449838,49.70729789190499,398.3774756671685,49.70729789190499,99.0328094412312,30,180
Create,False,424.27728271484375,49.5164047206156,7.002459015072298,3.458485157577597,49.5164047206156,449.95762350685925,99.0328094412312,49.5164047206156,30,180
Close,False,424.384765625,49.5164047206156,7.002459015072298,3.458485157577597,49.5164047206156,449.95762350685925,49.5164047206156,98.65676934638871,30,181
Create,True,424.384765625,49.32838467319436,6.974103031320757,3.444480256053413,49.32838467319436,398.37630112765623,98.65676934638871,49.32838467319436,30,181
Close,True,425.04779052734375,49.32838467319436,6.974103031320757,3.444480256053413,49.32838467319436,398.37630112765623,49.32838467319436,100.96703733553404,30,183
Create,False,425.04779052734375,50.48351866776702,7.1262836499115085,3.5196416257285854,50.48351866776702,450.774768044949,100.96703733553404,50.48351866776702,30,183
Close,False,425.09112548828125,50.48351866776702,7.1262836499115085,3.5196416257285854,50.48351866776702,450.774768044949,50.48351866776702,100.81274453019367,30,184
Create,True,425.09112548828125,50.406372265096834,7.114668254793254,3.513904830764214,50.40637226509683,399.0393716532549,100.81274453019367,50.40637226509684,30,184
Close,True,430.1337890625,50.406372265096834,7.114668254793254,3.513904830764214,50.40637226509683,399.0393716532549,50.40637226509684,118.7377299263226,30,199
Create,False,430.1337890625,59.3688649631613,8.281451000521345,4.090173938449463,59.36886496316129,456.16860812847835,118.7377299263226,59.36886496316131,30,199
Close,False,430.10858154296875,59.3688649631613,8.281451000521345,4.090173938449463,59.36886496316129,456.16860812847835,59.36886496316131,118.84202906217978,30,200
Create,True,430.10858154296875,59.42101453108989,8.289211201216677,4.094006669046938,59.42101453108989,403.7493323918154,118.84202906217978,59.42101453108989,30,200
Close,True,429.78076171875,59.42101453108989,8.289211201216677,4.094006669046938,59.42101453108989,403.7493323918154,59.42101453108989,117.48436419564187,30,201
Create,False,429.78076171875,58.74218209782094,8.200764761489538,4.050323343178341,58.74218209782095,455.7942130074145,117.48436419564187,58.74218209782092,30,201
Close,False,429.4942321777344,58.74218209782094,8.200764761489538,4.050323343178341,58.74218209782095,455.7942130074145,58.74218209782092,118.65836371667407,30,203
Create,True,429.4942321777344,59.32918185833704,8.288239153877898,4.093526578940534,59.32918185833704,403.17263349132173,118.65836371667407,59.32918185833704,30,203
Close,True,429.00360107421875,59.32918185833704,8.288239153877898,4.093526578940534,59.32918185833704,403.17263349132173,59.32918185833704,116.62665468101072,30,215
Create,False,429.00360107421875,58.31332734050536,8.155641658180441,4.02803723158205,58.31332734050535,454.97001295960905,116.62665468101072,58.31332734050537,30,215
Close,False,428.7007751464844,58.31332734050536,8.155641658180441,4.02803723158205,58.31332734050535,454.97001295960905,58.31332734050537,117.86059840430775,30,216
Create,True,428.7007751464844,58.930299202153876,8.247752645002953,4.073530461901543,58.93029920215388,402.4278035567515,117.86059840430775,58.93029920215387,30,216
Close,True,428.023681640625,58.930299202153876,8.247752645002953,4.073530461901543,58.93029920215388,402.4278035567515,58.93029920215387,115.07044271478243,30,222
Create,False,428.023681640625,57.535221357391215,8.065238979795325,3.983387727639619,57.53522135739122,453.93078168909017,115.07044271478243,57.53522135739121,30,222
Close,False,427.1901550292969,57.535221357391215,8.065238979795325,3.983387727639619,57.53522135739122,453.93078168909017,57.53522135739121,118.42921740122894,30,223
Create,True,427.1901550292969,59.21460870061447,8.316850190035888,4.107657449779241,59.21460870061447,401.0097619505503,118.42921740122894,59.21460870061447,30,223
Close,True,426.52764892578125,59.21460870061447,8.316850190035888,4.107657449779241,59.21460870061447,401.0097619505503,59.21460870061447,115.6763016312718,30,227
Create,False,426.52764892578125,57.8381508156359,8.136140898903387,4.018405888310206,57.838150815635906,452.3441982153009,115.6763016312718,57.83815081563589,30,227
Close,False,426.3690185546875,57.8381508156359,8.136140898903387,4.018405888310206,57.838150815635906,452.3441982153009,57.83815081563589,116.32113716666007,30,228
Create,True,426.3690185546875,58.16056858333003,8.184539596307957,4.042309802100991,58.160568583330026,400.2389489101855,116.32113716666007,58.16056858333004,30,228
Close,True,424.76641845703125,58.16056858333003,8.184539596307957,4.042309802100991,58.160568583330026,400.2389489101855,58.16056858333004,109.76778389248635,30,240
Create,False,424.76641845703125,54.883891946243175,7.7525750004827865,3.8289642987507038,54.883891946243175,450.4763652945851,109.76778389248635,54.883891946243175,30,240
Close,False,424.55328369140625,54.883891946243175,7.7525750004827865,3.8289642987507038,54.883891946243175,450.4763652945851,54.883891946243175,110.59333589162452,30,241
Create,True,424.55328369140625,55.29666794581226,7.814802532914419,3.859698216199453,55.29666794581227,398.53449154683693,110.59333589162452,55.29666794581225,30,241
Close,True,423.3667297363281,55.29666794581226,7.814802532914419,3.859698216199453,55.29666794581227,398.53449154683693,55.29666794581225,105.96047072165256,30,243
Create,False,423.3667297363281,52.98023536082628,7.508417403581371,3.708375884998361,52.980235360826285,448.9919572527805,105.96047072165256,52.98023536082627,30,243
Close,False,423.44622802734375,52.98023536082628,7.508417403581371,3.708375884998361,52.980235360826285,448.9919572527805,52.98023536082627,105.66224138562615,30,244
Create,True,423.44622802734375,52.83112069281307,7.485879036721735,3.697244280073247,52.831120692813066,397.49528190428026,105.66224138562615,52.83112069281308,30,244
Close,True,423.0494079589844,52.83112069281307,7.485879036721735,3.697244280073247,52.831120692813066,397.49528190428026,52.83112069281308,104.1780818252219,30,245
Create,False,423.0494079589844,52.08904091261095,7.387653536344545,3.6487311171373498,52.08904091261095,448.6554288581727,104.1780818252219,52.08904091261095,30,245
Close,False,422.21160888671875,52.08904091261095,7.387653536344545,3.6487311171373498,52.08904091261095,448.6554288581727,52.08904091261095,107.27044545122695,30,248
Create,True,422.21160888671875,53.635222725613474,7.622039033986493,3.764493132024022,53.635222725613474,396.33632652608884,107.27044545122695,53.635222725613474,30,248
Close,True,421.7095947265625,53.635222725613474,7.622039033986493,3.764493132024022,53.635222725613474,396.33632652608884,53.635222725613474,105.35869457838618,30,250
Create,False,421.7095947265625,52.67934728919309,7.495112458612733,3.7018046284444313,52.67934728919309,447.23452040380994,105.35869457838618,52.67934728919309,30,250
Close,False,422.0266418457031,52.67934728919309,7.495112458612733,3.7018046284444313,52.67934728919309,447.23452040380994,52.67934728919309,104.17143378599683,30,252
